1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,17,18,,,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55.0,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
Beaver Creek Lower 04,Methow,Lower Beaver Creek,yes,yes,yes,,yes,no,2017,,no,0.853498146,1373.574868,,,2067.769428,Beaver Creek Lower 04,,,Beaver Creek Reach Assessment,Reach 2,Beaver Creek,Beaver Creek Lower 04,multiple,0.4,3,15,NA,At Risk,NA,NA,Unacceptable,NA,NA,21,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.0,"Cobble (45%), gravel (21%) Substrate from pebble count survey near RM 2.6",Unacceptable,NA,6.4,NA,NA,NA,NA,NA,Unacceptable,NA,NA,10.6,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,Unacceptable,NA,<50,NA,NA,NA,NA,NA,At Risk,NA,39.8 % disconnected,At Risk,NA,"Armored (0.9%), eroding (3.8%)",Unacceptable,NA,NA,NA,NA,2,15,NA,3,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Beaver Creek Lower 05,Methow,Lower Beaver Creek,yes,yes,yes,,yes,no,2017,,no,1.62292644,2611.852153,,,3932.498411,Beaver Creek Lower 05,,,Beaver Creek Reach Assessment,Reach 3,Beaver Creek,Beaver Creek Lower 05,multiple,3,5.5,16,NA,At Risk,NA,NA,At Risk,NA,NA,33,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.0,"Cobble (58%), gravel (33%) Substrate from pebble count survey near RM 5.4",Unacceptable,NA,3.5,NA,NA,NA,NA,NA,Unacceptable,NA,NA,8.9,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,Unacceptable,NA,<50,NA,NA,NA,NA,NA,At Risk,NA,53.3% disconnected,At Risk,NA,"Armored (0.2%), eroding (1.8%)",Unacceptable,NA,NA,NA,NA,4,14,NA,13,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Beaver Creek Lower 06,Methow,Lower Beaver Creek,yes,yes,yes,,yes,no,2017,,no,0.952202952,1532.425172,,,2308.581371,Beaver Creek Lower 06,,,Beaver Creek Reach Assessment,Reach 3,Beaver Creek,Beaver Creek Lower 06,multiple,3,5.5,16,NA,At Risk,NA,NA,At Risk,NA,NA,33,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.0,"Cobble (58%), gravel (33%) Substrate from pebble count survey near RM 5.4",Unacceptable,NA,3.5,NA,NA,NA,NA,NA,Unacceptable,NA,NA,8.9,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,Unacceptable,NA,<50,NA,NA,NA,NA,NA,At Risk,NA,53.3% disconnected,At Risk,NA,"Armored (0.2%), eroding (1.8%)",Unacceptable,NA,NA,NA,NA,4,14,NA,26,25.962,4.46895,29.0638,38.65485,0,84.28992,66.46727,11.84636,NA,NA,
Beaver Creek Lower 07,Methow,Lower Beaver Creek,yes,yes,yes,,yes,no,2017,,no,1.116874429,1797.438756,,,2708.122479,Beaver Creek Lower 07,,,Beaver Creek Reach Assessment,Reach 4,Beaver Creek,Beaver Creek Lower 07,single,5.5,6.6,17,NA,At Risk,NA,NA,Adequate,NA,NA,25,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.0,"Cobble (53%), gravel (25%) Substrate from average ocular substrate estimates of each habitat unit",Unacceptable,NA,3.2,NA,NA,NA,NA,NA,Unacceptable,NA,NA,11,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,Unacceptable,NA,<50,NA,NA,NA,NA,NA,Unacceptable,NA,53.3% disconnected,Unacceptable,NA,"Armored (5.7%), eroding (14.8%)",Unacceptable,NA,NA,NA,NA,5,13,NA,42,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Beaver Creek Lower 08,Methow,Lower Beaver Creek,yes,yes,yes,,yes,no,2017,,no,1.052565807,1693.943854,,,2553.8299,Beaver Creek Lower 08,,,Beaver Creek Reach Assessment,Reach 5,Beaver Creek,Beaver Creek Lower 08,multiple,6.6,9.2,18,NA,Adequate,NA,NA,At Risk,NA,NA,24,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.0,"Cobble (54%), gravel (24%) Substrate from pebble count survey near RM 7.6",Unacceptable,NA,6.8,NA,NA,NA,NA,NA,Unacceptable,NA,NA,5.3,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,At Risk,NA,50-80,NA,NA,NA,NA,NA,At Risk,NA,60.9% Disconnected,At Risk,NA,"Armored (1.3%), eroding (2.9%)",Unacceptable,NA,NA,NA,NA,5,13,NA,51,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Beaver Creek Lower 09,Methow,Upper Beaver Creek,yes,yes,yes,,yes,no,2017,,no,1.662836758,2676.081712,,,4032.700352,Beaver Creek Lower 09,,,Beaver Creek Reach Assessment,Reach 5,Beaver Creek,Beaver Creek Lower 09,multiple,6.6,9.2,18,NA,Adequate,NA,NA,At Risk,NA,NA,24,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.0,"Cobble (54%), gravel (24%) Substrate from pebble count survey near RM 7.6",Unacceptable,NA,6.8,NA,NA,NA,NA,NA,Unacceptable,NA,NA,5.3,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,At Risk,NA,50-80,NA,NA,NA,NA,NA,At Risk,NA,60.9% Disconnected,At Risk,NA,"Armored (1.3%), eroding (2.9%)",Unacceptable,NA,NA,NA,NA,5,12,NA,58,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Beaver Creek North Fork 01,Methow,Upper Beaver Creek,yes,yes,yes,,no,yes,2017,"7/6/2004, 7/17/2007",no,0.827688907,1332.038841,,,2007.393744,Beaver Creek North Fork 01,,,Beaver Creek Reach Assessment,Reach 6,Beaver Creek,NA,NA,NA,NA,NA,NA,Adequate,NA,NA,Adequate,NA,NA,0,51,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0,"Cobble (51%), boulder (25%) Substrate from average ocular substrate estimates of each habitat unit",Unacceptable,NA,12.7,NA,NA,NA,NA,NA,Unacceptable,NA,NA,20.8,NA,NA,NA,NA,NA,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,At Risk,NA,50-80,NA,NA,NA,NA,NA,Adequate,NA,50.2% disconnected,Adequate,NA,"Armored (0.0%), eroding (1.4%)",Adequate,NA,NA,NA,NA,5,12,NA,77,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Beaver Creek North Fork 02,Methow,Upper Beaver Creek,yes,yes,yes,,no,yes,2017,,no,0.349356964,562.2366586,,,846.3053444,Beaver Creek North Fork 02,,,Beaver Creek Reach Assessment,Reach 7,Beaver Creek,Beaver Creek North Fork 02,single,10.2,11.1,20,NA,Adequate,NA,NA,Adequate,NA,NA,0,56,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0,56.0,"Cobble (56%), boulder (27%) Substrate from pebble count survey near RM 10.5",Unacceptable,NA,26.4,NA,NA,NA,NA,NA,At Risk,NA,NA,30.6,NA,NA,NA,NA,NA,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adequate,NA,NA,NA,NA,At Risk,NA,50-80,NA,NA,NA,NA,NA,Adequate,NA,6.8% disconnected,Adequate,NA,"Armored (0.0%), eroding (1.3%)",Adequate,NA,NA,NA,NA,5,12,NA,79,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Beaver Creek North Fork 03,Methow,Upper Beaver Creek,no,yes,yes,,no,yes,2007,"8/11/2004, 8/6/2007",no,3.120785058,5022.426753,,,7579.446804,Beaver Creek North Fork 03,,,Methow Level 2 Survey,"2007R3, 2007R4 North Fork Beaver Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49465,37.49465,34.1613,NA,NA,17.3656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,48.0,NA,NA,NA,124.505,76.475,34.285,13.745,NA,NA,NA,NA,134,71.02,NA,6.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,NA,51,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Beaver Creek South Fork 01,Methow,South Fork Beaver Creek,yes,yes,yes,,no,yes,2004,,no,0.605341455,974.2045877,,,1465.840675,Beaver Creek South Fork 01,,,Methow Level 2 Survey,2004Reach1 South Fork Beaver Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5946,30.8811,25.3212,NA,NA,27.7344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,46.5,NA,NA,NA,114.78,88.26,19.13,7.39,NA,NA,NA,NA,130,56.52,NA,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,NA,37,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Beaver Creek South Fork 02,Methow,South Fork Beaver Creek,no,no,no,,no,yes,2004,6/1/2004,no,1.8282174,2942.236588,,,4429.711696,Beaver Creek South Fork 02,,,Methow Level 2 Survey,2004Reach2 South Fork Beaver Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1199,30.23895,24.1122,NA,NA,27.2946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,48.4,NA,NA,NA,96.81,71.535,20.14,5.135,NA,NA,NA,NA,95,57.105,NA,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,NA,49,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Beaver Creek South Fork 03,Methow,South Fork Beaver Creek,no,no,no,,no,yes,2004,6/1/2004,no,0.853795037,1374.052668,,,2068.921179,Beaver Creek South Fork 03,,,Methow Level 2 Survey,"2004Reach2 South Fork Beaver Creek, 2004Reach3 South Fork Beaver Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.649,26.23935,17.1113,NA,NA,33.9656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,48.9,NA,NA,NA,118.25,81.91,30.62,5.72,NA,NA,NA,NA,108.5,64.205,NA,#DIV/0!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,NA,51,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Beaver Creek South Fork 04,Methow,South Fork Beaver Creek,no,no,no,,no,yes,2004,6/1/2004,no,2.168943645,3490.583423,,,5253.619641,Beaver Creek South Fork 04,,,Methow Level 2 Survey,"2004Reach3 South Fork Beaver Creek, 2004Reach4 South Fork Beaver Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.35205,15.76785,7.6469,NA,NA,48.19845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,44.1,NA,NA,NA,116.105,86.325,25.195,4.585,NA,NA,NA,NA,122.5,62.025,NA,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,NA,58,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Beaver Creek South Fork 05,Methow,South Fork Beaver Creek,no,no,no,,no,yes,2004,6/1/2004,no,0.635425715,1022.620607,,,1539.831215,Beaver Creek South Fork 05,,,Methow Level 2 Survey,2004Reach4 South Fork Beaver Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0513,8.6538,3.9744,NA,NA,55.3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,40.7,NA,NA,NA,74.55,63.64,10.3,0.61,NA,NA,NA,NA,88,53.33,NA,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,54,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Ben Creek 01,Methow,Libby Creek,no,yes,no,,no,no,,,no,1.599340178,2573.893668,,,3870.456814,Ben Creek 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,NA,39,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Big Meadow Creek 01,Wenatchee,Big Meadow Creek,yes,yes,yes,,no,yes,2016,,no,0.659387955,1061.184172,,,1579.914797,Big Meadow Creek 01,,,Upper Wenatchee Pilot Project Level 2 Surveys,Big Meadow Creek R1,Big Meadow Creek,Big Meadow Creek 01,single,0,1.259,29,NA,At Risk,NA,1 Possible Barriers,Adequate,NA,17.1,21.6,37.3,17.3,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,58.9,NA,Unacceptable,NA,12,NA,NA,NA,17,NA,Adequate,NA,NA,47,NA,0.8,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.973,NA,NA,Adequate,NA,0,17,67,NA,0,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,4.2 Road Density REI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,NA,78,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Big Meadow Creek 02,Wenatchee,Big Meadow Creek,yes,yes,yes,,no,yes,2016,,no,1.461854053,2352.630754,,,3505.17309,Big Meadow Creek 02,,,Upper Wenatchee Pilot Project Level 2 Surveys,Big Meadow Creek R2,Big Meadow Creek,Big Meadow Creek 02,single,NA,NA,30,NA,At Risk,NA,1 Possible Barriers,At Risk,NA,20.3,31.6,22.6,23.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,54.2,NA,Unacceptable,NA,6,NA,NA,NA,11,NA,Adequate,NA,NA,41,NA,0.7,NA,NA,NA,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adequate,NA,0,11,67,NA,11,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,7.8 Road Density REI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,NA,79,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Big Meadow Creek 03,Wenatchee,Big Meadow Creek,no,yes,yes,,no,no,,,no,3.760983159,6052.727786,,,9017.694193,Big Meadow Creek 03,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,NA,36,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Big Meadow Creek 04,Wenatchee,Big Meadow Creek,no,yes,no,,no,no,,,no,0.546755384,879.9192573,,,1310.54574,Big Meadow Creek 04,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,63,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Black Canyon Creek 01,Methow,Black Canyon Creek,yes,yes,yes,,no,no,,,no,0.337217151,542.6994846,,,812.426929,Black Canyon Creek 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,NA,44,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Black Canyon Creek 02,Methow,Black Canyon Creek,no,yes,no,,no,no,,,no,0.838215458,1348.979716,,,2019.092813,Black Canyon Creek 02,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,14,NA,68,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Black Canyon Creek 03,Methow,Black Canyon Creek,no,yes,no,,no,yes,2017,7/5/2017,no,1.90725066,3069.428545,,,4590.699651,Black Canyon Creek 03,,,Methow Level 2 Survey,Black Canyon Cr R1,Black Canyon Creek,Black Canyon Creek 03,single,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,14.8835,46.0373,25.4604,NA,NA,13.6189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,60.9,NA,Data,NA,49.67,35.1,12.58,1.99,NA,NA,Data,NA,29,19.21,NA,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,NA,72,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Black Canyon Creek 04,Methow,Black Canyon Creek,no,yes,no,,no,yes,2017,7/5/2017,no,1.389962462,2236.932222,,,3341.465869,Black Canyon Creek 04,,,Methow Level 2 Survey,Black Canyon Cr R3,Black Canyon Creek,Black Canyon Creek 04,single,NA,NA,287,NA,NA,NA,NA,NA,NA,NA,23.7633,27.6331,33.1368,NA,NA,13.6486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1,51.4,NA,Data,NA,60.59,49.64,10.95,0,NA,NA,Data,NA,18,13.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,NA,78,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Blue Buck Creek 01,Methow,Upper Beaver Creek,no,no,yes,,no,yes,2007,"8/11/2004, 8/6/2007",no,2.909782183,4682.849863,,,7072.323471,Blue Buck Creek 01,,,Methow Level 2 Survey,"2007R1 Blue Buck Creek, 2007R2 Blue Buck Creek, 2007R3 Blue Buck Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.44926667,28.52436667,23.4519,NA,NA,34.57446667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,42.0,NA,NA,NA,150.55,99.48333333,45.81333333,5.253333333,NA,NA,NA,NA,87.33333333,78.51666667,NA,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,NA,1,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Bonaparte Creek 01,Okanogan,Lower Bonaparte Creek,no,yes,no,,no,no,,,no,1.011079729,1627.17835,,,2464.220301,Bonaparte Creek 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,"Bacteria, pH",4,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,5,NA,
Methow River Fawn 03,Methow,Methow River-Fawn Creek,yes,yes,yes,,yes,no,2008,,no,2.358510454,3795.66224,,,5727.71785,Methow River Fawn 03,,,Big Valley Reach Assessment,Reach 3,Methow River,Methow River Fawn 03,single,56.6,59.1,114,NA,At Risk,NA,only point location REI data - copied the lowest categorical rank,Adequate,NA,5,45,50,0,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,4,42.5,53.5,0.0,NA,NA,0.0,96.0,only point location REI data - copied the lowest categorical rank,At Risk,NA,NA,NA,NA,NA,NA,NA,Adequate,NA,NA,NA,NA,NA,3.8,4.4,only point location REI data - copied the lowest categorical rank,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,only point location REI data - copied the lowest categorical rank,Adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,only point location REI data - copied the lowest categorical rank,Adequate,NA,NA,NA,only point location REI data - copied the lowest categorical rank,Unacceptable,NA,NA,NA,NA,NA,NA,only point location REI data - copied the lowest categorical rank,Unacceptable,NA,only point location REI data - copied the lowest categorical rank,Adequate,NA,only point location REI data - copied the lowest categorical rank,At Risk,NA,only point location REI data - copied the lowest categorical rank,NA,Adequate,1,13,NA,27,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,Unacceptable,
